COD_PDV_Origem;COD_PDV_Destino;saving_distancia_km;saving_tempo_min
6;43;22.988;32.43333333333333
23;40;22.983;35.61666666666667
32;2;22.867;25.35
18;12;22.847;34.85
31;12;22.847;34.71666666666667
44;12;22.847;34.68333333333333
43;12;22.847;34.86666666666667
6;33;22.831;33.46666666666667
28;39;22.83;38.43333333333333
20;39;22.817;36.416666666666664
36;39;22.817;36.4
2;39;22.816;36.2
29;39;22.816;36.5
47;39;22.816;35.93333333333333
26;39;22.816;36.11666666666667
50;39;22.816;36.25
38;40;22.815;34.18333333333333
41;40;22.805;33.4
13;40;22.804;33.416666666666664
45;40;22.804;34.13333333333333
6;10;22.792;31.516666666666666
6;23;22.792;31.95
31;40;22.792;35.5
6;35;22.792;31.6
43;40;22.792;35.53333333333333
6;49;22.792;31.05
18;40;22.792;35.56666666666667
6;24;22.792;31.8
6;11;22.792;31.466666666666665
6;9;22.792;31.616666666666667
6;17;22.792;31.383333333333333
6;47;22.792;31.8
39;1;22.79;38.266666666666666
12;42;22.739;32.88333333333333
48;32;22.733;29.183333333333334
12;34;22.721;31.683333333333334
43;17;22.706;34.916666666666664
31;13;22.704;31.95
31;48;22.704;32.5
31;41;22.703;32.516666666666666
39;14;22.679;15.016666666666667
37;12;22.656;30.883333333333333
1;12;22.656;31.533333333333335
37;39;22.653;36.96666666666667
39;49;22.643;34.85
21;22;22.637;31.05
21;50;22.636;31.183333333333334
41;32;22.626;28.05
4;25;22.579;40.31666666666667
47;32;22.574;27.1
6;1;22.515;31.066666666666666
33;39;22.475;35.666666666666664
10;39;22.474;35.93333333333333
46;40;22.474;31.35
48;40;22.467;32.53333333333333
21;40;22.438;30.55
43;34;22.412;36.4
46;31;22.391;27.033333333333335
43;42;22.391;35.45
46;43;22.39;27.4
15;32;22.328;28.666666666666668
13;31;22.326;28.866666666666667
45;31;22.326;29.216666666666665
45;43;22.325;29.383333333333333
13;43;22.325;28.716666666666665
36;12;22.322;30.8
29;12;22.321;30.816666666666666
50;12;22.321;30.016666666666666
20;12;22.321;30.7
28;12;22.321;30.683333333333334
2;12;22.321;30.2
26;12;22.321;30.416666666666668
30;43;22.317;26.616666666666667
47;6;22.266;28.166666666666668
35;39;22.186;35.31666666666667
12;38;22.166;30.3
31;46;22.157;30.8
40;21;22.151;32.81666666666667
1;39;22.146;35.45
6;42;22.131;30.983333333333334
6;34;22.112;30.016666666666666
34;12;22.106;28.9
10;6;22.075;29.116666666666667
39;50;22.062;39.78333333333333
24;39;21.978;36.483333333333334
12;48;21.953;26.816666666666666
12;41;21.952;26.866666666666667
11;39;21.943;35.88333333333333
10;32;21.917;24.433333333333334
26;21;21.883;30.466666666666665
22;21;21.883;30.616666666666667
50;21;21.883;30.466666666666665
20;21;21.883;30.783333333333335
2;21;21.883;30.7
28;21;21.883;30.383333333333333
3;21;21.882;30.566666666666666
37;21;21.882;30.383333333333333
4;21;21.882;30.35
22;6;21.858;29.083333333333332
40;31;21.816;32.983333333333334
40;43;21.815;33.21666666666667
24;6;21.812;29.866666666666667
35;6;21.812;30.066666666666666
9;6;21.812;30.083333333333332
11;6;21.811;30.0
49;6;21.811;30.0
32;16;21.793;33.21666666666667
12;13;21.784;26.966666666666665
17;12;21.772;32.9
39;23;21.713;32.983333333333334
32;28;21.708;22.8
33;6;21.704;27.933333333333334
49;39;21.677;31.433333333333334
11;32;21.653;25.533333333333335
33;32;21.564;25.75
6;38;21.557;28.183333333333334
9;39;21.528;33.35
34;6;21.444;26.566666666666666
27;12;21.397;31.416666666666668
21;44;21.379;23.85
39;17;21.367;31.9
1;6;21.357;29.15
37;6;21.356;28.533333333333335
39;38;21.349;32.166666666666664
6;48;21.344;25.216666666666665
6;41;21.344;25.35
9;32;21.326;25.883333333333333
25;22;21.312;34.03333333333333
25;50;21.308;33.96666666666667
12;21;21.291;29.566666666666666
24;32;21.251;24.433333333333334
25;12;21.245;32.766666666666666
23;12;21.23;31.016666666666666
25;40;21.19;33.28333333333333
8;27;21.188;14.15
6;13;21.175;25.2
25;30;21.111;32.81666666666667
39;34;21.073;33.516666666666666
12;46;21.063;27.866666666666667
21;18;21.063;22.933333333333334
18;6;21.061;30.0
38;12;21.061;29.65
39;42;21.052;32.03333333333333
29;6;21.022;28.283333333333335
50;6;21.022;27.716666666666665
26;6;21.022;28.016666666666666
20;6;21.022;28.15
2;6;21.022;27.95
28;6;21.022;27.933333333333334
36;6;21.022;28.316666666666666
43;41;21.0;30.9
43;48;21.0;30.95
43;13;21.0;30.916666666666668
25;33;20.953;33.88333333333333
25;49;20.915;31.583333333333332
25;35;20.915;31.466666666666665
25;17;20.915;31.4
25;24;20.915;31.916666666666668
25;9;20.914;31.1
25;10;20.914;31.1
25;23;20.914;31.766666666666666
25;11;20.914;31.283333333333335
31;6;20.909;31.083333333333332
43;6;20.908;30.766666666666666
44;6;20.908;30.9
21;12;20.875;25.483333333333334
6;21;20.796;27.75
42;12;20.783;27.783333333333335
3;25;20.741;38.016666666666666
21;32;20.74;26.066666666666666
48;12;20.714;27.883333333333333
32;21;20.705;33.75
30;25;20.69;34.016666666666666
35;32;20.69;23.216666666666665
39;12;20.64;30.783333333333335
32;29;20.634;22.8
32;37;20.634;23.216666666666665
32;26;20.634;23.666666666666668
32;13;20.633;33.3
39;40;20.585;31.45
6;46;20.569;26.383333333333333
45;12;20.546;28.266666666666666
41;12;20.546;27.683333333333334
13;12;20.546;27.383333333333333
21;6;20.538;25.4
19;27;20.53;12.966666666666667
42;6;20.528;27.116666666666667
39;30;20.494;30.566666666666666
25;20;20.473;35.7
17;6;20.473;30.45
17;39;20.456;33.583333333333336
43;46;20.453;29.266666666666666
18;21;20.418;29.216666666666665
44;21;20.418;29.166666666666668
15;16;20.36;26.75
42;32;20.324;26.516666666666666
17;32;20.324;26.55
23;32;20.324;26.75
13;32;20.323;26.516666666666666
46;32;20.323;26.533333333333335
15;27;20.32;24.966666666666665
15;7;20.32;24.966666666666665
15;5;20.319;24.916666666666668
15;14;20.319;25.333333333333332
25;42;20.253;31.083333333333332
7;15;20.252;29.15
14;15;20.252;28.666666666666668
5;15;20.252;28.45
40;25;20.225;36.36666666666667
46;12;20.216;25.3
43;30;20.2;27.25
7;30;20.187;12.233333333333333
32;49;20.141;30.9
27;6;20.098;29.083333333333332
27;39;20.079;33.15
23;6;19.931;28.5
30;3;19.801;25.916666666666668
30;4;19.801;25.7
38;6;19.762;27.166666666666668
13;6;19.752;26.1
45;6;19.752;26.9
41;6;19.752;26.333333333333332
3;39;19.748;35.53333333333333
12;25;19.729;35.13333333333333
25;38;19.679;28.016666666666666
39;13;19.661;28.316666666666666
39;48;19.661;28.333333333333332
39;41;19.661;28.433333333333334
46;6;19.644;24.25
12;39;19.633;32.63333333333333
9;25;19.457;32.03333333333333
35;25;19.457;31.883333333333333
24;25;19.457;31.883333333333333
49;25;19.456;32.166666666666664
11;25;19.456;32.0
1;32;19.452;28.566666666666666
48;6;19.415;25.866666666666667
30;39;19.414;30.366666666666667
22;25;19.391;33.28333333333333
8;45;19.372;16.633333333333333
25;6;19.307;28.666666666666668
25;13;19.298;25.0
25;48;19.239;24.85
25;41;19.239;24.766666666666666
26;32;19.156;23.183333333333334
40;32;19.156;23.733333333333334
29;32;19.156;23.233333333333334
2;32;19.156;23.316666666666666
20;32;19.156;23.566666666666666
36;32;19.156;23.116666666666667
34;32;19.156;23.266666666666666
22;32;19.156;23.616666666666667
50;32;19.156;23.183333333333334
37;32;19.156;23.4
28;32;19.156;23.066666666666666
4;32;19.155;23.25
3;32;19.155;23.783333333333335
34;39;19.155;28.433333333333334
38;39;19.137;29.466666666666665
39;46;19.114;26.366666666666667
13;39;19.111;25.45
45;39;19.111;25.8
48;39;19.1;27.15
23;39;19.096;31.266666666666666
42;39;19.092;30.016666666666666
31;21;19.028;25.966666666666665
6;25;19.024;33.266666666666666
25;47;18.955;33.65
25;1;18.954;34.18333333333333
6;39;18.928;30.616666666666667
15;23;18.875;24.066666666666666
32;38;18.872;32.4
32;1;18.865;32.38333333333333
15;11;18.852;23.666666666666668
15;35;18.852;23.733333333333334
39;6;18.846;26.133333333333333
15;33;18.801;23.15
15;49;18.776;23.066666666666666
32;15;18.771;30.066666666666666
15;48;18.721;23.383333333333333
15;38;18.721;23.766666666666666
15;46;18.721;23.95
15;13;18.721;23.5
15;41;18.721;23.616666666666667
15;1;18.721;23.283333333333335
19;45;18.714;15.433333333333334
15;17;18.655;22.283333333333335
21;43;18.646;21.733333333333334
21;31;18.646;21.933333333333334
25;46;18.611;22.5
6;32;18.601;20.183333333333334
15;42;18.59;24.45
15;21;18.588;25.35
32;23;18.569;29.55
16;32;18.552;30.316666666666666
32;35;18.546;29.2
32;33;18.494;28.55
15;24;18.489;22.066666666666666
49;32;18.453;25.85
32;48;18.415;29.033333333333335
32;41;18.415;29.066666666666666
32;46;18.415;29.816666666666666
15;10;18.407;20.216666666666665
15;9;18.407;20.266666666666666
32;47;18.405;29.933333333333334
12;32;18.395;22.183333333333334
41;39;18.362;26.683333333333334
38;32;18.342;31.366666666666667
36;25;18.336;32.8
20;25;18.336;32.63333333333333
28;25;18.335;32.65
2;25;18.335;32.85
26;25;18.335;32.483333333333334
50;25;18.335;32.6
29;25;18.335;32.833333333333336
47;25;18.335;32.416666666666664
32;42;18.284;29.916666666666668
16;5;18.278;29.333333333333332
16;27;18.278;29.15
16;7;18.278;29.083333333333332
16;14;18.278;29.15
11;15;18.275;20.583333333333332
15;47;18.261;20.483333333333334
18;30;18.198;26.633333333333333
31;30;18.198;26.25
44;30;18.197;26.35
37;25;18.171;33.333333333333336
17;25;18.118;32.233333333333334
32;9;18.108;29.016666666666666
32;10;18.101;26.166666666666668
34;25;18.069;27.066666666666666
33;25;17.994;31.966666666666665
10;25;17.993;32.61666666666667
27;32;17.943;30.5
32;4;17.91;23.183333333333334
32;11;17.896;26.283333333333335
24;15;17.873;19.65
40;39;17.755;31.216666666666665
27;25;17.743;30.466666666666665
21;15;17.743;21.1
44;32;17.691;21.966666666666665
18;32;17.691;22.033333333333335
1;25;17.664;31.916666666666668
30;40;17.586;25.566666666666666
30;12;17.586;25.45
30;6;17.586;25.433333333333334
23;25;17.576;30.433333333333334
4;30;17.532;26.35
38;25;17.407;28.583333333333332
30;20;17.402;23.283333333333335
48;15;17.328;21.7
41;15;17.328;21.633333333333333
46;15;17.327;21.5
43;21;17.325;23.916666666666668
35;15;17.312;18.4
30;29;17.306;23.716666666666665
30;2;17.306;24.05
30;26;17.306;24.3
30;37;17.306;23.95
30;36;17.306;24.133333333333333
30;31;17.3;24.183333333333334
30;28;17.3;24.683333333333334
30;44;17.3;23.933333333333334
30;18;17.299;24.133333333333333
25;21;17.246;22.6
25;34;17.236;29.266666666666666
46;39;17.167;23.533333333333335
42;25;17.128;27.533333333333335
48;25;17.06;27.35
23;15;16.946;21.6
42;15;16.946;21.533333333333335
17;15;16.946;21.55
13;15;16.945;21.516666666666666
45;25;16.891;25.8
13;25;16.891;25.6
21;16;16.869;17.133333333333333
41;25;16.842;25.733333333333334
35;16;16.82;15.3
32;24;16.663;26.816666666666666
32;22;16.663;27.466666666666665
32;17;16.663;26.75
32;20;16.663;27.383333333333333
32;50;16.663;27.333333333333332
32;34;16.663;27.833333333333332
15;34;16.581;20.8
34;15;16.56;16.933333333333334
12;30;16.546;24.666666666666668
6;30;16.546;24.416666666666668
8;28;16.535;12.816666666666666
30;22;16.501;23.8
30;50;16.498;23.683333333333334
17;16;16.454;17.716666666666665
42;16;16.454;17.966666666666665
23;16;16.454;17.7
46;16;16.453;17.616666666666667
13;16;16.453;17.716666666666665
32;40;16.421;25.816666666666666
40;30;16.366;25.833333333333332
30;33;16.143;23.4
30;49;16.105;20.55
30;11;16.104;20.533333333333335
30;24;16.104;21.0
30;10;16.104;20.55
30;17;16.104;20.8
30;23;16.104;21.033333333333335
30;35;16.104;20.366666666666667
30;9;16.104;20.1
34;16;16.068;13.233333333333333
8;2;16.068;14.783333333333333
39;21;15.986;21.6
50;15;15.956;17.983333333333334
22;15;15.956;17.7
20;15;15.956;17.55
37;15;15.955;17.916666666666668
45;16;15.92;31.716666666666665
19;28;15.877;11.8
30;34;15.58;19.433333333333334
2;15;15.574;17.683333333333334
26;15;15.574;17.466666666666665
28;15;15.574;17.716666666666665
47;16;15.533;24.666666666666668
3;30;15.478;23.9
8;26;15.462;14.016666666666667
8;29;15.462;13.1
8;36;15.462;14.016666666666667
8;37;15.462;13.433333333333334
30;42;15.443;20.216666666666665
19;2;15.41;13.233333333333333
1;16;15.284;25.966666666666665
46;25;15.203;21.083333333333332
22;16;15.082;13.683333333333334
50;16;15.081;14.8
2;16;15.081;14.35
37;16;15.081;14.733333333333333
30;38;14.869;17.083333333333332
30;41;14.812;14.883333333333333
19;26;14.804;12.366666666666667
19;29;14.804;11.983333333333333
19;37;14.804;12.15
19;36;14.804;12.183333333333334
10;30;14.779;16.9
21;25;14.684;22.533333333333335
30;21;14.644;17.516666666666666
21;39;14.586;19.9
33;16;14.523;23.533333333333335
24;30;14.515;17.85
11;30;14.515;17.966666666666665
35;30;14.515;17.916666666666668
9;30;14.515;18.166666666666668
49;30;14.514;18.233333333333334
30;13;14.487;14.266666666666667
15;12;14.45;20.866666666666667
14;12;14.45;21.216666666666665
5;12;14.45;21.216666666666665
30;46;14.417;16.616666666666667
33;30;14.407;15.483333333333333
22;30;14.343;19.416666666666668
15;4;14.329;21.466666666666665
15;6;14.329;21.283333333333335
14;31;14.329;22.2
14;3;14.329;21.8
14;18;14.329;21.85
14;6;14.329;21.616666666666667
15;40;14.329;21.566666666666666
15;44;14.329;21.25
5;43;14.329;21.983333333333334
5;31;14.329;21.9
15;26;14.329;21.8
5;6;14.329;21.583333333333332
15;28;14.329;21.433333333333334
15;3;14.329;21.483333333333334
5;3;14.329;21.833333333333332
15;31;14.329;21.416666666666668
15;37;14.328;20.95
15;36;14.328;21.5
15;29;14.328;21.5
14;43;14.328;22.0
15;18;14.328;21.333333333333332
15;43;14.328;21.416666666666668
9;16;14.286;23.683333333333334
49;16;14.285;23.65
4;15;14.262;19.8
38;16;14.174;29.0
6;15;14.12;19.65
12;15;14.12;19.8
18;15;14.12;19.866666666666667
31;32;14.12;20.0
31;15;14.12;19.833333333333332
44;15;14.12;19.866666666666667
43;15;14.12;19.766666666666666
43;32;14.12;19.916666666666668
44;16;14.119;18.9
31;14;14.119;20.35
31;16;14.119;19.1
18;16;14.119;19.166666666666668
12;16;14.119;19.333333333333332
6;16;14.119;19.45
43;14;14.119;20.216666666666665
43;16;14.119;19.066666666666666
6;5;14.119;19.683333333333334
29;16;14.118;19.333333333333332
19;16;14.092;13.733333333333333
37;30;14.06;16.45
1;30;14.06;16.416666666666668
28;16;14.044;15.85
10;16;14.025;21.666666666666668
20;30;14.015;15.866666666666667
28;30;14.014;15.85
34;30;14.014;16.033333333333335
40;15;13.941;21.35
40;16;13.94;20.783333333333335
27;16;13.775;28.3
30;48;13.753;15.316666666666666
36;16;13.724;19.333333333333332
26;16;13.642;14.966666666666667
11;16;13.494;21.5
16;15;13.432;26.016666666666666
36;30;13.288;18.333333333333332
26;30;13.288;18.583333333333332
47;30;13.288;18.483333333333334
50;30;13.288;18.383333333333333
2;30;13.288;18.233333333333334
29;30;13.287;18.45
6;8;13.249;18.033333333333335
18;8;13.249;18.216666666666665
31;8;13.249;18.083333333333332
43;8;13.248;17.733333333333334
12;8;13.248;18.1
44;8;13.248;18.05
15;50;13.241;20.516666666666666
42;30;13.231;15.3
21;30;13.197;14.433333333333334
17;30;13.176;18.8
4;16;13.163;19.0
19;8;13.116;19.0
40;8;13.069;19.35
3;15;13.052;19.1
3;16;13.051;18.416666666666668
24;16;13.019;19.85
45;15;12.911;30.433333333333334
36;8;12.888;18.1
15;8;12.888;18.333333333333332
49;8;12.888;18.2
46;8;12.888;18.516666666666666
13;8;12.888;18.333333333333332
34;8;12.888;18.283333333333335
5;8;12.888;18.316666666666666
10;8;12.888;18.15
47;8;12.888;17.866666666666667
7;8;12.888;18.583333333333332
38;8;12.888;18.133333333333333
26;8;12.888;18.133333333333333
42;8;12.888;18.416666666666668
9;8;12.888;18.316666666666666
29;8;12.888;18.35
23;8;12.888;18.483333333333334
4;8;12.888;18.333333333333332
28;8;12.888;18.333333333333332
2;8;12.888;18.233333333333334
22;8;12.888;18.283333333333335
33;8;12.888;18.116666666666667
48;8;12.888;18.216666666666665
24;8;12.888;18.416666666666668
41;8;12.888;18.183333333333334
20;8;12.888;18.433333333333334
14;8;12.888;18.283333333333335
37;8;12.888;18.466666666666665
11;8;12.888;18.433333333333334
27;8;12.888;18.466666666666665
35;8;12.888;18.483333333333334
17;8;12.888;18.316666666666666
45;8;12.888;18.383333333333333
21;8;12.888;18.416666666666668
1;8;12.888;17.816666666666666
50;8;12.888;18.133333333333333
3;8;12.887;18.583333333333332
27;30;12.801;16.65
20;16;12.784;15.85
16;21;12.75;23.916666666666668
8;4;12.738;13.883333333333333
23;30;12.634;16.916666666666668
47;15;12.524;24.2
35;19;12.513;17.65
24;19;12.513;17.4
14;19;12.513;17.466666666666665
41;19;12.513;17.516666666666666
40;19;12.513;17.716666666666665
34;19;12.513;17.433333333333334
37;19;12.513;17.5
27;19;12.513;17.45
29;19;12.513;17.183333333333334
31;19;12.513;17.45
26;19;12.513;16.916666666666668
48;19;12.513;17.766666666666666
22;19;12.513;17.266666666666666
50;19;12.513;17.333333333333332
1;19;12.513;16.8
38;19;12.513;17.116666666666667
33;19;12.513;16.933333333333334
15;19;12.513;17.433333333333334
43;19;12.513;17.066666666666666
9;19;12.513;17.383333333333333
47;19;12.513;17.05
28;19;12.513;17.5
23;19;12.513;17.55
17;19;12.513;17.666666666666668
5;19;12.513;17.533333333333335
10;19;12.513;17.283333333333335
20;19;12.513;17.383333333333333
21;19;12.513;17.55
44;19;12.513;17.15
12;19;12.513;17.7
18;19;12.513;17.683333333333334
2;19;12.513;17.516666666666666
11;19;12.513;17.416666666666668
36;19;12.513;17.166666666666668
6;19;12.513;17.483333333333334
7;19;12.513;17.683333333333334
42;19;12.513;17.5
46;19;12.512;17.616666666666667
49;19;12.512;17.35
3;19;12.512;17.666666666666668
13;19;12.512;17.383333333333333
4;19;12.512;17.383333333333333
45;19;12.512;17.6
38;30;12.465;14.75
13;30;12.455;14.483333333333333
45;30;12.455;14.416666666666666
41;30;12.455;14.616666666666667
32;12;12.416;22.466666666666665
48;16;12.405;22.066666666666666
8;7;12.388;14.35
8;16;12.388;15.0
8;14;12.388;14.383333333333333
8;5;12.388;14.1
8;15;12.388;15.366666666666667
46;30;12.303;13.033333333333333
32;3;12.296;23.166666666666668
32;44;12.295;22.883333333333333
32;31;12.295;22.916666666666668
32;6;12.295;22.7
32;18;12.295;22.95
32;43;12.295;22.95
1;15;12.275;25.383333333333333
25;15;12.245;17.3
25;32;12.245;17.683333333333334
25;16;12.244;16.766666666666666
25;14;12.244;17.816666666666666
41;16;12.141;20.75
19;4;12.08;12.883333333333333
48;30;12.007;13.55
8;3;11.947;12.55
8;19;11.941;16.9
39;32;11.913;15.866666666666667
39;15;11.913;15.85
39;16;11.912;14.95
30;47;11.831;22.116666666666667
30;1;11.829;23.466666666666665
8;10;11.826;16.766666666666666
33;15;11.515;22.6
8;9;11.491;16.983333333333334
8;20;11.491;18.65
8;1;11.491;16.55
8;34;11.491;18.05
8;33;11.491;17.383333333333333
8;42;11.491;17.516666666666666
8;22;11.491;17.566666666666666
8;13;11.491;16.233333333333334
8;21;11.491;17.966666666666665
8;17;11.491;17.066666666666666
8;46;11.491;17.116666666666667
8;24;11.491;17.316666666666666
8;48;11.491;16.9
8;49;11.491;16.966666666666665
8;47;11.491;16.85
8;50;11.491;17.7
8;41;11.491;16.683333333333334
8;35;11.491;17.0
8;38;11.491;17.05
8;11;11.49;16.683333333333334
8;23;11.49;17.4
16;36;11.448;20.833333333333332
19;7;11.407;13.183333333333334
25;8;11.373;15.666666666666666
19;32;11.352;14.85
19;14;11.351;13.833333333333334
19;5;11.351;13.583333333333334
16;8;11.301;17.066666666666666
9;15;11.277;22.716666666666665
49;15;11.276;22.783333333333335
8;40;11.249;16.25
19;15;11.215;15.0
8;32;11.206;14.733333333333333
38;15;11.166;27.8
29;15;11.11;18.866666666666667
39;8;11.042;13.683333333333334
10;15;11.016;21.183333333333334
19;12;10.933;12.8
32;8;10.854;19.816666666666666
19;20;10.833;17.3
19;17;10.833;15.716666666666667
19;21;10.833;16.833333333333332
19;49;10.833;15.8
19;46;10.833;16.083333333333332
19;48;10.833;15.6
19;50;10.833;16.466666666666665
19;1;10.833;14.816666666666666
19;22;10.833;16.366666666666667
19;13;10.833;15.016666666666667
19;9;10.833;15.4
19;24;10.833;15.966666666666667
19;34;10.833;16.9
19;35;10.833;15.783333333333333
19;33;10.833;16.366666666666667
19;42;10.833;16.033333333333335
19;41;10.833;15.366666666666667
19;23;10.832;15.85
19;47;10.832;15.4
19;10;10.832;15.566666666666666
19;11;10.832;15.75
19;38;10.832;15.766666666666667
19;6;10.812;13.05
19;31;10.812;13.1
19;43;10.812;12.983333333333333
19;18;10.812;13.066666666666666
19;44;10.812;12.833333333333334
19;3;10.812;13.35
27;15;10.766;27.233333333333334
30;32;10.72;14.95
30;15;10.72;14.683333333333334
30;45;10.719;14.966666666666667
30;5;10.719;14.933333333333334
30;7;10.719;14.683333333333334
30;16;10.719;14.466666666666667
30;14;10.719;15.066666666666666
36;15;10.715;18.95
25;19;10.638;15.05
16;23;10.613;21.25
19;40;10.591;15.116666666666667
16;35;10.59;20.516666666666666
32;19;10.479;18.95
16;41;10.459;20.916666666666668
16;48;10.459;20.85
16;46;10.459;21.066666666666666
16;13;10.459;20.6
8;12;10.379;12.083333333333334
15;20;10.372;21.883333333333333
5;25;10.367;22.2
15;25;10.367;21.883333333333333
14;25;10.367;22.283333333333335
16;42;10.329;21.666666666666668
39;19;10.306;13.55
5;39;10.269;19.966666666666665
15;39;10.268;19.65
14;39;10.268;20.233333333333334
8;6;10.258;12.483333333333333
16;24;10.227;18.716666666666665
8;31;9.991;12.05
8;43;9.99;11.883333333333333
8;18;9.99;11.9
8;44;9.99;11.816666666666666
15;22;9.855;21.65
16;19;9.854;14.366666666666667
30;8;9.848;13.15
30;19;9.113;12.516666666666667
16;34;8.708;18.65
16;50;8.708;18.983333333333334
16;17;8.708;18.9
5;30;8.594;13.016666666666667
14;30;8.594;12.95
15;30;8.593;13.0
32;25;8.333;23.383333333333333
32;39;8.235;21.2
16;38;8.037;27.85
16;1;8.03;28.233333333333334
16;12;7.63;18.566666666666666
16;47;7.57;25.8
16;18;7.509;18.866666666666667
16;28;7.509;19.966666666666665
16;29;7.509;20.083333333333332
16;4;7.509;18.833333333333332
16;26;7.509;19.75
16;44;7.509;18.15
16;40;7.509;19.066666666666666
16;37;7.509;19.016666666666666
16;43;7.509;18.816666666666666
16;3;7.509;18.933333333333334
16;2;7.509;19.483333333333334
16;6;7.509;18.866666666666667
16;31;7.509;18.8
16;9;7.272;24.833333333333332
16;10;7.038;23.583333333333332
19;25;6.85;13.683333333333334
16;11;6.834;23.666666666666668
16;49;6.785;22.683333333333334
19;39;6.752;11.45
32;30;6.56;14.15
16;33;6.361;22.916666666666668
8;39;5.93;10.35
8;25;5.106;14.15
19;30;5.077;4.633333333333334
16;20;3.552;20.066666666666666
16;25;3.547;19.433333333333334
16;39;3.449;17.166666666666668
8;30;3.332;5.15
16;22;3.035;19.983333333333334
16;30;1.774;9.966666666666667
